ID_TICKET,ID_CAJA,CURP,ID_SUCURSAL,TIME_STAMP,CLIENTE,NO_PRODUCTOS,TIPO_PAGO,TOTAL_COMPRA
253,83,DACK761125FBSRUI38,14,0:44:00,Cliente0253,1,tarjeta,3.5
254,65,KRSH740910NOCYIO87,15,0:02:00,Cliente0254,2,efectivo,2.67
255,63,MASA790911FCLXEU22,16,0:52:00,Cliente0255,7,tarjeta,9.5
256,20,SAMC711103FGTWEH64,17,0:24:00,Cliente0256,10,efectivo,5.82
257,21,ROSE760109MASWUR22,18,0:30:00,Cliente0257,9,tarjeta,4.46
258,44,ROSE760109MASWUR22,19,0:14:00,Cliente0258,6,efectivo,8.07
259,25,PAME910207FSLWCN51,20,0:09:00,Cliente0259,6,tarjeta,4.24
260,24,DETE720227MMCDRP41,1,0:28:00,Cliente0260,3,efectivo,6.2
261,24,MABP780714MMNFRA82,2,0:28:00,Cliente0261,3,tarjeta,8.01
262,79,MASA790911FCLXEU22,3,0:50:00,Cliente0262,8,efectivo,9.85
263,96,DISG740707FSLLWW28,4,0:00:00,Cliente0263,5,tarjeta,6.0
264,79,DISG740707FSLLWW28,5,0:53:00,Cliente0264,4,efectivo,7.44
265,87,CHML890621FMSAEU73,6,0:05:00,Cliente0265,6,tarjeta,4.58
266,16,FAJJ841022MBSLAU69,7,0:13:00,Cliente0266,5,efectivo,9.4
267,13,CHML890621FMSAEU73,8,0:26:00,Cliente0267,1,tarjeta,5.14
268,47,HUVR861220MTCGEO09,9,0:34:00,Cliente0268,10,efectivo,8.16
269,60,COBI760520MASPAN90,10,0:33:00,Cliente0269,9,tarjeta,1.96
270,14,VASM801119AHGNLA39,11,0:56:00,Cliente0270,4,efectivo,1.3
271,86,CHGR981221MMSERU84,12,0:47:00,Cliente0271,6,tarjeta,3.38
272,92,HERS800926FCHBUT83,13,0:44:00,Cliente0272,8,efectivo,4.35
273,38,BEWB981224FPLLOA85,14,0:01:00,Cliente0273,4,tarjeta,8.01
274,53,OSKC980330BYNOUO94,15,0:57:00,Cliente0274,7,efectivo,1.63
275,56,HERS800926FCHBUT83,16,0:09:00,Cliente0275,8,tarjeta,4.96
276,21,MACK750122MCLCRI37,17,0:04:00,Cliente0276,6,efectivo,1.26
277,82,MABP780714MMNFRA82,18,0:28:00,Cliente0277,6,tarjeta,2.78
278,12,HERS800926FCHBUT83,19,0:55:00,Cliente0278,9,efectivo,4.6
279,96,MCAO920101FHGCCL03,20,0:32:00,Cliente0279,7,tarjeta,1.07
280,56,MUOS760923MNTNPI24,1,0:29:00,Cliente0280,5,efectivo,8.84
281,87,CHML890621FMSAEU73,2,0:50:00,Cliente0281,5,tarjeta,5.91
282,16,CACH800731MMSZLE85,3,0:45:00,Cliente0282,5,efectivo,4.98
283,28,SHSS960626FGRECI13,4,0:09:00,Cliente0283,4,tarjeta,3.59
284,56,GAVF891225FTSDIR46,5,0:53:00,Cliente0284,4,efectivo,1.6
285,26,BEWB981224FPLLOA85,6,0:40:00,Cliente0285,8,tarjeta,9.38
286,62,MAWA931112FCHRAB49,7,0:53:00,Cliente0286,1,efectivo,5.18
287,91,AYBK761021GPLCRA42,8,0:03:00,Cliente0287,7,tarjeta,1.47
288,62,CRPA890528MPLAHU58,9,0:44:00,Cliente0288,2,efectivo,1.93
289,54,THFT841224MQROII59,10,0:06:00,Cliente0289,3,tarjeta,7.04
290,72,GAVF891225FTSDIR46,11,0:29:00,Cliente0290,8,efectivo,9.38
291,73,CHRH921025MTLEOA42,12,0:52:00,Cliente0291,3,tarjeta,8.59
292,36,CRPA890528MPLAHU58,13,0:20:00,Cliente0292,3,efectivo,2.57
293,46,STHR841219FTLAAA64,14,0:08:00,Cliente0293,8,tarjeta,2.56
294,97,NEAG970216FMSWBR17,15,0:06:00,Cliente0294,10,efectivo,5.76
295,66,DOEB820928MDFMNE22,16,0:37:00,Cliente0295,8,tarjeta,8.55
296,6,DRKR870309MTCOIO34,17,0:38:00,Cliente0296,2,efectivo,3.27
297,52,DABR930520MPLRIA38,18,0:18:00,Cliente0297,8,tarjeta,2.96
298,47,BRBL860509FJCOAY25,19,0:41:00,Cliente0298,4,efectivo,8.01
299,5,VAJJ860909FJCSIA20,20,0:20:00,Cliente0299,2,tarjeta,1.63
300,76,GIHN980222MCMLAI09,1,0:43:00,Cliente0300,7,efectivo,10.0
301,12,GHCF761019BMCEHI76,2,0:13:00,Cliente0301,3,tarjeta,4.08
302,25,HABA820225FTLRIL45,3,0:18:00,Cliente0302,5,efectivo,3.28
303,67,CUCL990924MASRHA62,4,0:05:00,Cliente0303,1,tarjeta,2.99
304,63,VASM801119AHGNLA39,5,0:39:00,Cliente0304,10,efectivo,8.6
305,28,KLAL900916FDGEIE04,6,0:48:00,Cliente0305,4,tarjeta,1.03
306,33,GHCF761019BMCEHI76,7,0:37:00,Cliente0306,6,efectivo,4.36
307,95,INTL800217FSLKIE81,8,0:47:00,Cliente0307,7,tarjeta,9.6
308,30,COBI760520MASPAN90,9,0:39:00,Cliente0308,10,efectivo,8.79
309,50,LIMD721115MJCMIO09,10,0:56:00,Cliente0309,7,tarjeta,8.82
310,18,ARWJ970404MQTROO60,11,0:23:00,Cliente0310,6,efectivo,4.42
311,13,WHGD870116FVZAUA72,12,0:26:00,Cliente0311,5,tarjeta,5.71
312,30,KEEC990619MQTHDO55,13,0:30:00,Cliente0312,4,efectivo,2.16
313,31,DOEB820928MDFMNE22,14,0:07:00,Cliente0313,3,tarjeta,9.97
314,49,ALMA830409MSRMAL39,15,0:37:00,Cliente0314,9,efectivo,7.39
315,70,GIHN980222MCMLAI09,16,0:42:00,Cliente0315,9,tarjeta,8.55
316,12,KABH790308MBSROA03,17,0:01:00,Cliente0316,1,efectivo,9.18
317,99,LIMD721115MJCMIO09,18,0:18:00,Cliente0317,10,tarjeta,5.64
318,34,FAIG991004MSPRTE27,19,0:44:00,Cliente0318,7,efectivo,1.09
319,20,ROSE760109MASWUR22,20,0:36:00,Cliente0319,6,tarjeta,9.01
320,78,BRBL860509FJCOAY25,1,0:20:00,Cliente0320,5,efectivo,4.1
321,25,NOGE840522MTCRRV12,2,0:15:00,Cliente0321,4,tarjeta,9.6
322,79,SPBH830615MASEEE39,3,0:22:00,Cliente0322,8,efectivo,7.34
323,62,GELG970223FGTIEL29,4,0:01:00,Cliente0323,10,tarjeta,6.73
324,65,GHCF761019BMCEHI76,5,0:11:00,Cliente0324,7,efectivo,4.28
325,34,RYHB770516PCCAEE69,6,0:59:00,Cliente0325,10,tarjeta,4.44
326,74,AYBK761021GPLCRA42,7,0:20:00,Cliente0326,4,efectivo,5.48
327,84,COMM900506FTSCOA03,8,0:34:00,Cliente0327,2,tarjeta,6.3
328,35,DUUS830112FTSIRT54,9,0:11:00,Cliente0328,7,efectivo,8.85
329,6,AYBK761021GPLCRA42,10,0:17:00,Cliente0329,10,tarjeta,3.68
330,99,DOBL850516BQRNOI91,11,0:17:00,Cliente0330,10,efectivo,2.14
331,73,MCCS951214FNLCHH80,12,0:01:00,Cliente0331,1,tarjeta,1.07
332,9,FESJ871216MBCRHE05,13,0:14:00,Cliente0332,8,efectivo,5.81
333,80,COHJ760326MDFSUU07,14,0:01:00,Cliente0333,9,tarjeta,5.25
334,83,CHML890621FMSAEU73,15,0:31:00,Cliente0334,10,efectivo,5.96
335,20,FAJJ841022MBSLAU69,16,0:24:00,Cliente0335,5,tarjeta,6.91
336,72,THFT841224MQROII59,17,0:02:00,Cliente0336,6,efectivo,5.58
337,4,COGD820217MOCTRO55,18,0:21:00,Cliente0337,8,tarjeta,3.75
338,72,CUCL990924MASRHA62,19,0:44:00,Cliente0338,10,efectivo,6.37
339,74,STWL800319GMCUAO28,20,0:17:00,Cliente0339,2,tarjeta,5.52
340,38,SHSS960626FGRECI13,1,0:14:00,Cliente0340,1,efectivo,4.67
341,93,MACK750122MCLCRI37,2,0:12:00,Cliente0341,3,tarjeta,8.16
342,65,GHCF761019BMCEHI76,3,0:48:00,Cliente0342,1,efectivo,8.37
343,65,DOBL850516BQRNOI91,4,0:27:00,Cliente0343,9,tarjeta,3.01
344,89,STHR841219FTLAAA64,5,0:56:00,Cliente0344,5,efectivo,5.37
345,29,INTL800217FSLKIE81,6,0:07:00,Cliente0345,5,tarjeta,9.38
346,36,MACK750122MCLCRI37,7,0:30:00,Cliente0346,1,efectivo,1.72
347,57,THFT841224MQROII59,8,0:52:00,Cliente0347,8,tarjeta,2.12
348,93,SMDH870821NDFAUA60,9,0:39:00,Cliente0348,9,efectivo,3.79
349,16,MAEP901211MGTCNA73,10,0:21:00,Cliente0349,4,tarjeta,3.98
350,85,HEMD820611MGTAEU67,11,0:33:00,Cliente0350,3,efectivo,8.1
351,42,REMV970310MYNVOA05,12,0:29:00,Cliente0351,5,tarjeta,7.69
352,29,KEEC990619MQTHDO55,13,0:57:00,Cliente0352,10,efectivo,5.35
353,24,CRDW760222FBSIEA91,14,0:00:00,Cliente0353,2,tarjeta,2.15
354,98,GIHN980222MCMLAI09,15,0:08:00,Cliente0354,7,efectivo,4.96
355,42,DABR930520MPLRIA38,16,0:50:00,Cliente0355,1,tarjeta,6.01
356,16,DOEB820928MDFMNE22,17,0:34:00,Cliente0356,5,efectivo,4.23
357,76,DOEB820928MDFMNE22,18,0:23:00,Cliente0357,3,tarjeta,4.68
358,50,SHCJ990110FCHAAU13,19,0:12:00,Cliente0358,2,efectivo,7.3
359,26,OSKC980330BYNOUO94,20,0:01:00,Cliente0359,5,tarjeta,8.73
360,32,VAPC920826MPLRUO86,1,0:23:00,Cliente0360,10,efectivo,4.11
361,29,BEWB981224FPLLOA85,2,0:04:00,Cliente0361,8,tarjeta,9.55
362,13,CRPA890528MPLAHU58,3,0:31:00,Cliente0362,1,efectivo,8.27
363,76,DRKR870309MTCOIO34,4,0:44:00,Cliente0363,1,tarjeta,1.87
364,56,DETE720227MMCDRP41,5,0:59:00,Cliente0364,9,efectivo,7.29
365,41,SMDH870821NDFAUA60,6,0:45:00,Cliente0365,1,tarjeta,3.0
366,85,LEBC850828PSPTLO16,7,0:27:00,Cliente0366,8,efectivo,2.1
367,26,MUOS760923MNTNPI24,8,0:45:00,Cliente0367,3,tarjeta,1.2
368,70,LIMD721115MJCMIO09,9,0:10:00,Cliente0368,3,efectivo,8.91
369,51,MUOS760923MNTNPI24,10,0:45:00,Cliente0369,8,tarjeta,1.76
370,23,GIWG820104FNLLAE76,11,0:49:00,Cliente0370,3,efectivo,1.4
371,43,CHRH921025MTLEOA42,12,0:59:00,Cliente0371,10,tarjeta,3.89
372,69,PASR941118MDFCTO81,13,0:39:00,Cliente0372,8,efectivo,6.43
373,3,EBHL720222MCLBAA97,14,0:28:00,Cliente0373,5,tarjeta,4.81
374,19,EBHL720222MCLBAA97,15,0:42:00,Cliente0374,3,efectivo,3.9
375,45,KNBK960914FASOOA45,16,0:09:00,Cliente0375,8,tarjeta,4.48
376,79,GHCF761019BMCEHI76,17,0:57:00,Cliente0376,9,efectivo,9.38
377,15,LEBC850828PSPTLO16,18,0:38:00,Cliente0377,8,tarjeta,2.43
378,15,GLGL840412FNLAOO81,19,0:30:00,Cliente0378,8,efectivo,9.83
